scope,group,n_rows,calibration_opposes_initial_rate,base_rate_opposes_initial_rate,mean_abs_calibration_term,mean_abs_base_rate_term,mean_abs_calibration_to_base_ratio
candidate_shift,non_reversal,113,0.9292035398230089,0.0,1.0380762868982176,1.0388985206607746,0.8290228349994239
candidate_shift,reversal,22,1.0,0.0,1.8270704863421385,1.814335021105775,1.5397138946882891
