scope,group,n_rows,calibration_opposes_initial_rate,base_rate_opposes_initial_rate,mean_abs_calibration_term,mean_abs_base_rate_term,mean_abs_calibration_to_base_ratio
reference_shift,non_reversal,72,0.6111111111111112,0.4027777777777778,0.00010939054730971774,0.00023124540424355382,10325.04458366891
reference_shift,reversal,34,1.0,0.20588235294117646,0.0002749086275458609,6.019152838229636e-06,6993.201658878426
