scope,n,k,rate,wilson_low,wilson_high,p_two_vs_half,candidate_set,tissue_from,tissue_to,q_fdr_bh
tissue_shift_cells,15,1,0.06666666666666667,0.011866588606194856,0.2981707755242399,0.0007891129890156279,all_pairs,immune,kidney,0.0017755042252851627
tissue_shift_cells,15,0,0.0,-1.3877787807814457e-17,0.20388926630434784,0.00010751117672946897,all_pairs,immune,lung,0.0009676005905652207
tissue_shift_cells,15,1,0.06666666666666667,0.011866588606194856,0.2981707755242399,0.0007891129890156279,all_pairs,kidney,lung,0.0017755042252851627
tissue_shift_cells,15,3,0.2,0.07047420643610411,0.4518593533465045,0.020136751550346332,tf_sources,immune,kidney,0.0302051273255195
tissue_shift_cells,15,2,0.13333333333333333,0.0373604698913593,0.3788249920651624,0.004508698364904307,tf_sources,immune,lung,0.008115657056827753
tissue_shift_cells,15,5,0.3333333333333333,0.15176100694691233,0.5828687484878702,0.19670560245894686,tf_sources,kidney,lung,0.2529072031615031
tissue_shift_cells,15,1,0.06666666666666667,0.011866588606194856,0.2981707755242399,0.0007891129890156279,tf_sources_targets,immune,kidney,0.0017755042252851627
tissue_shift_cells,15,7,0.4666666666666667,0.24809225259746442,0.6988336984894921,0.7962534147376394,tf_sources_targets,immune,lung,0.7962534147376394
tissue_shift_cells,15,6,0.4,0.1982422808259466,0.642535572434923,0.43857802608099994,tf_sources_targets,kidney,lung,0.49340027934112496
