scope,n,k,rate,ci95_low,ci95_high,tissue_from,tissue_to
overall_method_tissue_shift,15,1,0.06666666666666667,0.011866588606194856,0.2981707755242399,immune,kidney
overall_method_tissue_shift,15,2,0.13333333333333333,0.0373604698913593,0.3788249920651624,immune,lung
overall_method_tissue_shift,15,1,0.06666666666666667,0.011866588606194856,0.2981707755242399,kidney,lung
