held_tissue,coef_abs_delta_from,coef_base_rate_from,coef_b_change,coef_abs_gap_from,intercept
immune,-0.7261101871788396,0.073585409096733,0.1984612310315501,1.6530396616136536,-0.5040452698195622
kidney,-1.6170017694460215,-0.005118878628478258,0.609333396589754,0.19124928917140246,-0.6541638294370099
lung,-0.7450718815360682,-0.046042106753226335,0.35961721574685684,1.2761907789435674,-0.20881413747100777
