scope,n,k,rate,wilson_low,wilson_high,p_two_vs_half,gene_set,shift_from,shift_to,q_fdr_bh
candidate_shift_cells,15,2,0.13333333333333333,0.0373604698913593,0.3788249920651624,0.004508698364904307,immune,all_pairs,tf_sources,0.008115657056827753
candidate_shift_cells,15,6,0.4,0.1982422808259466,0.642535572434923,0.43857802608099994,immune,all_pairs,tf_sources_targets,0.43857802608099994
candidate_shift_cells,15,4,0.26666666666666666,0.10897276103182812,0.5195088965768675,0.07070114486598311,immune,tf_sources,tf_sources_targets,0.079538787974231
candidate_shift_cells,15,4,0.26666666666666666,0.10897276103182812,0.5195088965768675,0.07070114486598311,kidney,all_pairs,tf_sources,0.079538787974231
candidate_shift_cells,15,4,0.26666666666666666,0.10897276103182812,0.5195088965768675,0.07070114486598311,kidney,all_pairs,tf_sources_targets,0.079538787974231
candidate_shift_cells,15,0,0.0,-1.3877787807814457e-17,0.20388926630434784,0.00010751117672946897,kidney,tf_sources,tf_sources_targets,0.00048380029528261037
candidate_shift_cells,15,0,0.0,-1.3877787807814457e-17,0.20388926630434784,0.00010751117672946897,lung,all_pairs,tf_sources,0.00048380029528261037
candidate_shift_cells,15,1,0.06666666666666667,0.011866588606194856,0.2981707755242399,0.0007891129890156279,lung,all_pairs,tf_sources_targets,0.0017755042252851627
candidate_shift_cells,15,1,0.06666666666666667,0.011866588606194856,0.2981707755242399,0.0007891129890156279,lung,tf_sources,tf_sources_targets,0.0017755042252851627
