null_label,observed_rate,null_mean,null_q025,null_q975,p_left,n_perm
joint_relabel_c2,0.16296296296296298,0.49960000000000004,0.37037037037037035,0.6074074074074074,0.0,2000
score_noise_sigma_frac_0.10,0.16296296296296298,0.2900666666666667,0.2074074074074074,0.37037037037037035,0.0,2000
rank_permutation_within_cell,0.16296296296296298,0.4986666666666667,0.37037037037037035,0.6074074074074074,0.0,2000
